Rent50_2,Rent50_0,Rent50_1,Rent50_3,Rent50_4,county,State,countyname,CBSASub,Areaname,county_town_name,pop2010,state_alpha
817,600,604,1077,1242,51,12,Hendry County,NCNTY12051N12051,"Hendry County, FL",Hendry County,39140,FL
750,499,572,1011,1226,99,27,Mower County,NCNTY27099N27099,"Mower County, MN",Mower County,39163,MN
645,384,477,812,888,201,29,Scott County,NCNTY29201N29201,"Scott County, MO",Scott County,39191,MO
775,569,573,1006,1258,35,42,Clinton County,NCNTY42035N42035,"Clinton County, PA",Clinton County,39238,PA
703,430,544,910,1245,69,16,Nez Perce County,METRO30300M30300,"Lewiston, ID-WA MSA",Nez Perce County,39265,ID
860,695,701,1071,1376,459,48,Upshur County,METRO30980M30980,"Longview, TX HUD Metro FMR Area",Upshur County,39309,TX
755,519,607,1045,1182,61,18,Harrison County,METRO31140M31140,"Louisville, KY-IN HUD Metro FMR Area",Harrison County,39364,IN
857,569,667,1067,1322,31,36,Essex County,NCNTY36031N36031,"Essex County, NY",Essex County,39370,NY
666,442,507,948,951,121,17,Marion County,NCNTY17121N17121,"Marion County, IL",Marion County,39437,IL
603,453,503,760,1068,71,21,Floyd County,NCNTY21071N21071,"Floyd County, KY",Floyd County,39451,KY
747,510,552,930,1071,145,37,Person County,METRO20500N37145,"Person County, NC HUD Metro FMR Area",Person County,39464,NC
1582,1134,1267,1970,2142,9,25,Essex County,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Beverly city,39502,MA
1255,786,986,1642,1778,1,9,Fairfield County,METRO14860MM1160,"Bridgeport, CT HUD Metro FMR Area",Shelton town,39559,CT
637,379,471,793,1062,55,17,Franklin County,NCNTY17055N17055,"Franklin County, IL",Franklin County,39561,IL
788,637,665,1048,1066,69,22,Natchitoches Parish,NCNTY22069N22069,"Natchitoches Parish, LA",Natchitoches Parish,39566,LA
697,513,517,878,1223,213,13,Murray County,METRO19140N13213,"Murray County, GA HUD Metro FMR Area",Murray County,39628,GA
686,554,579,885,917,109,42,Snyder County,NCNTY42109N42109,"Snyder County, PA",Snyder County,39702,PA
563,383,416,812,997,177,47,Warren County,NCNTY47177N47177,"Warren County, TN",Warren County,39839,TN
1009,673,807,1260,1435,13,25,Hampden County,METRO44140M44140,"Springfield, MA HUD Metro FMR Area",Holyoke city,39880,MA
650,502,544,877,1055,143,72,Vega Alta Municipio,METRO41980MM7440,"San Juan-Guaynabo, PR HUD Metro FMR Area",Vega Alta Municipio,39951,PR
657,477,554,820,1043,31,42,Clarion County,NCNTY42031N42031,"Clarion County, PA",Clarion County,39988,PA
860,631,636,1071,1149,93,12,Okeechobee County,NCNTY12093N12093,"Okeechobee County, FL",Okeechobee County,39996,FL
640,381,540,797,855,111,40,Okmulgee County,METRO46140N40111,"Okmulgee County, OK HUD Metro FMR Area",Okmulgee County,40069,OK
614,365,481,767,856,59,39,Guernsey County,NCNTY39059N39059,"Guernsey County, OH",Guernsey County,40087,OH
636,414,520,937,1011,21,39,Champaign County,NCNTY39021N39021,"Champaign County, OH",Champaign County,40097,OH
443,350,369,570,606,99,72,Moca Municipio,METRO10380M10380,"Aguadilla-Isabela-San Sebastián, PR MSA",Moca Municipio,40109,PR
1103,747,840,1412,1628,11,9,New London County,METRO35980M35980,"Norwich-New London, CT HUD Metro FMR Area",Groton town,40115,CT
691,532,537,875,1134,277,13,Tift County,NCNTY13277N13277,"Tift County, GA",Tift County,40118,GA
756,548,559,1027,1031,13,56,Fremont County,NCNTY56013N56013,"Fremont County, WY",Fremont County,40123,WY
732,540,544,1079,1082,81,30,Ravalli County,NCNTY30081N30081,"Ravalli County, MT",Ravalli County,40212,MT
1233,834,960,1536,1808,17,25,Middlesex County,METRO14460MM4560,"Lowell, MA HUD Metro FMR Area",Billerica town,40243,MA
771,459,570,960,1030,39,35,Rio Arriba County,NCNTY35039N35039,"Rio Arriba County, NM",Rio Arriba County,40246,NM
732,569,572,950,1192,99,37,Jackson County,NCNTY37099N37099,"Jackson County, NC",Jackson County,40271,NC
650,502,544,877,1055,77,72,Juncos Municipio,METRO41980MM7440,"San Juan-Guaynabo, PR HUD Metro FMR Area",Juncos Municipio,40290,PR
934,556,755,1163,1383,27,25,Worcester County,METRO49340MM2600,"Fitchburg-Leominster, MA HUD Metro FMR Area",Fitchburg city,40318,MA
729,535,539,908,981,57,19,Des Moines County,NCNTY19057N19057,"Des Moines County, IA",Des Moines County,40325,IA
596,355,455,762,1056,91,29,Howell County,NCNTY29091N29091,"Howell County, MO",Howell County,40400,MO
708,482,523,882,946,113,28,Pike County,NCNTY28113N28113,"Pike County, MS",Pike County,40404,MS
1103,747,840,1412,1628,11,9,New London County,METRO35980M35980,"Norwich-New London, CT HUD Metro FMR Area",Norwich town,40493,CT
419,330,338,545,636,43,72,Coamo Municipio,NCNTY72923N72923,Puerto Rico HUD Nonmetro Area,Coamo Municipio,40512,PR
656,460,533,847,932,127,19,Marshall County,NCNTY19127N19127,"Marshall County, IA",Marshall County,40648,IA
789,623,627,1060,1244,139,37,Pasquotank County,NCNTY37139N37139,"Pasquotank County, NC",Pasquotank County,40661,NC
563,383,451,739,997,13,47,Campbell County,NCNTY47013N47013,"Campbell County, TN",Campbell County,40716,TN
934,556,755,1163,1383,27,25,Worcester County,METRO49340MM2600,"Fitchburg-Leominster, MA HUD Metro FMR Area",Leominster city,40759,MA
668,540,551,930,1183,75,12,Levy County,NCNTY12075N12075,"Levy County, FL",Levy County,40801,FL
645,438,477,893,896,107,39,Mercer County,NCNTY39107N39107,"Mercer County, OH",Mercer County,40814,OH
819,580,629,1020,1095,249,48,Jim Wells County,NCNTY48249N48249,"Jim Wells County, TX",Jim Wells County,40838,TX
763,532,644,1112,1351,17,16,Bonner County,NCNTY16017N16017,"Bonner County, ID",Bonner County,40877,ID
831,556,614,1225,1472,37,53,Kittitas County,NCNTY53037N53037,"Kittitas County, WA",Kittitas County,40915,WA
1008,648,806,1419,1676,93,55,Pierce County,METRO33460M33460,"Minneapolis-St. Paul-Bloomington, MN-WI MSA",Pierce County,41019,WI
610,415,451,815,818,51,47,Franklin County,NCNTY47051N47051,"Franklin County, TN",Franklin County,41052,TN
570,431,438,828,934,129,72,San Lorenzo Municipio,METRO41980MM1310,"Caguas, PR HUD Metro FMR Area",San Lorenzo Municipio,41058,PR
1009,673,807,1260,1435,13,25,Hampden County,METRO44140M44140,"Springfield, MA HUD Metro FMR Area",Westfield city,41094,MA
679,488,545,863,1203,47,53,Okanogan County,NCNTY53047N53047,"Okanogan County, WA",Okanogan County,41120,WA
984,715,806,1226,1467,7,44,Providence County,METRO39300M39300,"Providence-Fall River, RI-MA HUD Metro FMR Area",Woonsocket city,41186,RI
685,538,554,898,915,119,22,Webster Parish,NCNTY22119N22119,"Webster Parish, LA",Webster Parish,41207,LA
739,581,604,1066,1125,59,37,Davie County,METRO49180M49180,"Winston-Salem, NC MSA",Davie County,41240,NC
642,382,475,883,1137,97,40,Mayes County,NCNTY40097N40097,"Mayes County, OK",Mayes County,41259,OK
796,508,588,1124,1410,85,8,Montrose County,NCNTY08085N08085,"Montrose County, CO",Montrose County,41276,CO
751,447,555,992,1004,481,48,Wharton County,NCNTY48481N48481,"Wharton County, TX",Wharton County,41280,TX
1582,1134,1267,1970,2142,9,25,Essex County,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Salem city,41340,MA
721,429,550,972,1028,123,39,Ottawa County,METRO45780M45780,"Toledo, OH MSA",Ottawa County,41428,OH
617,498,520,768,976,195,51,Wise County,NCNTY51195N51195,"Wise County-Norton city, VA HUD Nonmetro FMR Area",Wise County,41452,VA
714,524,528,927,1044,233,13,Polk County,NCNTY13233N13233,"Polk County, GA",Polk County,41475,GA
600,457,460,846,1063,41,40,Delaware County,NCNTY40041N40041,"Delaware County, OK",Delaware County,41487,OK
637,470,477,934,1128,5,5,Baxter County,NCNTY05005N05005,"Baxter County, AR",Baxter County,41513,AR
737,438,545,1058,1062,121,12,Suwannee County,NCNTY12121N12121,"Suwannee County, FL",Suwannee County,41551,FL
607,478,481,827,830,123,1,Tallapoosa County,NCNTY01123N01123,"Tallapoosa County, AL",Tallapoosa County,41616,AL
667,490,493,831,953,139,5,Union County,NCNTY05139N05139,"Union County, AR",Union County,41639,AR
1582,1134,1267,1970,2142,17,25,Middlesex County,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Everett city,41667,MA
637,489,492,913,1050,75,55,Marinette County,NCNTY55075N55075,"Marinette County, WI",Marinette County,41749,WI
637,515,529,800,934,123,42,Warren County,NCNTY42123N42123,"Warren County, PA",Warren County,41815,PA
770,518,602,1054,1265,83,40,Logan County,METRO36420M36420,"Oklahoma City, OK HUD Metro FMR Area",Logan County,41848,OK
574,390,443,715,792,99,47,Lawrence County,NCNTY47099N47099,"Lawrence County, TN",Lawrence County,41869,TN
626,408,472,922,933,37,18,Dubois County,NCNTY18037N18037,"Dubois County, IN",Dubois County,41889,IN
649,476,480,894,1029,115,55,Shawano County,NCNTY55115N55115,"Shawano County, WI",Shawano County,41949,WI
579,459,484,802,816,65,72,Hatillo Municipio,METRO41980MM0470,"Arecibo, PR HUD Metro FMR Area",Hatillo Municipio,41953,PR
443,350,369,570,606,3,72,Aguada Municipio,METRO10380M10380,"Aguadilla-Isabela-San Sebastián, PR MSA",Aguada Municipio,41959,PR
700,514,517,941,1194,499,48,Wood County,NCNTY48499N48499,"Wood County, TX",Wood County,41964,TX
679,405,573,846,1033,117,42,Tioga County,NCNTY42117N42117,"Tioga County, PA",Tioga County,41981,PA
751,453,624,1022,1296,171,51,Shenandoah County,NCNTY51171N51171,"Shenandoah County, VA",Shenandoah County,41993,VA
696,471,514,909,1085,27,39,Clinton County,NCNTY39027N39027,"Clinton County, OH",Clinton County,42040,OH
440,347,367,589,767,153,72,Yauco Municipio,METRO49500M49500,"Yauco, PR MSA",Yauco Municipio,42043,PR
711,482,526,1022,1235,9,22,Avoyelles Parish,NCNTY22009N22009,"Avoyelles Parish, LA",Avoyelles Parish,42073,LA
727,534,537,977,1147,211,21,Shelby County,METRO31140N21211,"Shelby County, KY HUD Metro FMR Area",Shelby County,42074,KY
647,405,481,898,1146,55,5,Greene County,NCNTY05055N05055,"Greene County, AR",Greene County,42090,AR
716,471,529,934,957,121,36,Wyoming County,NCNTY36121N36121,"Wyoming County, NY",Wyoming County,42155,NY
583,428,431,817,921,9,21,Barren County,NCNTY21009N21009,"Barren County, KY",Barren County,42173,KY
711,522,526,939,1035,159,29,Pettis County,NCNTY29159N29159,"Pettis County, MO",Pettis County,42201,MO
647,412,497,921,1084,33,18,DeKalb County,NCNTY18033N18033,"DeKalb County, IN",DeKalb County,42223,IN
691,510,513,864,1110,67,27,Kandiyohi County,NCNTY27067N27067,"Kandiyohi County, MN",Kandiyohi County,42239,MN
694,413,513,925,928,135,39,Preble County,METRO19380N39135,"Preble County, OH HUD Metro FMR Area",Preble County,42270,OH
636,474,477,925,1118,69,13,Coffee County,NCNTY13069N13069,"Coffee County, GA",Coffee County,42356,GA
657,446,509,827,878,75,39,Holmes County,NCNTY39075N39075,"Holmes County, OH",Holmes County,42366,OH
719,428,531,959,1107,71,18,Jackson County,NCNTY18071N18071,"Jackson County, IN",Jackson County,42376,IN
638,484,487,850,958,135,40,Sequoyah County,METRO22900M22900,"Fort Smith, AR-OK HUD Metro FMR Area",Sequoyah County,42391,OK
648,504,508,897,974,13,40,Bryan County,NCNTY40013N40013,"Bryan County, OK",Bryan County,42416,OK
1371,967,1050,1717,2016,7,50,Chittenden County,METRO15540M15540,"Burlington-South Burlington, VT MSA",Burlington city,42417,VT
443,350,369,570,606,131,72,San Sebastián Municipio,METRO10380M10380,"Aguadilla-Isabela-San Sebastián, PR MSA",San Sebastián Municipio,42430,PR
683,476,505,874,1094,57,26,Gratiot County,NCNTY26057N26057,"Gratiot County, MI",Gratiot County,42476,MI
686,408,558,906,1113,99,54,Wayne County,METRO26580M26580,"Huntington-Ashland, WV-KY-OH MSA",Wayne County,42481,WV
1046,668,837,1379,1646,13,33,Merrimack County,NCNTY33013N33013,"Merrimack County, NH",Concord city,42695,NH
721,429,550,972,1028,51,39,Fulton County,METRO45780M45780,"Toledo, OH MSA",Fulton County,42698,OH
750,508,554,1028,1112,139,19,Muscatine County,NCNTY19139N19139,"Muscatine County, IA",Muscatine County,42745,IA
739,523,546,1089,1309,53,48,Burnet County,NCNTY48053N48053,"Burnet County, TX",Burnet County,42750,TX
671,422,507,836,901,23,29,Butler County,NCNTY29023N29023,"Butler County, MO",Butler County,42794,MO
710,516,599,988,996,107,26,Mecosta County,NCNTY26107N26107,"Mecosta County, MI",Mecosta County,42798,MI
1582,1134,1267,1970,2142,17,25,Middlesex County,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Arlington town,42844,MA
882,595,724,1112,1188,73,36,Orleans County,METRO40380M40380,"Rochester, NY MSA",Orleans County,42883,NY
912,576,726,1189,1304,493,48,Wilson County,METRO41700M41700,"San Antonio-New Braunfels, TX HUD Metro FMR Area",Wilson County,42918,TX
656,530,553,967,1162,137,13,Habersham County,NCNTY13137N13137,"Habersham County, GA",Habersham County,43041,GA
640,410,521,906,910,590,51,Danville city,METRO19260M19260,"Danville, VA MSA",Danville city,43055,VA
1170,749,939,1457,1693,3,9,Hartford County,METRO25540M25540,"Hartford-West Hartford-East Hartford, CT HUD Metro FMR Area",Southington town,43069,CT
669,466,494,873,976,151,26,Sanilac County,NCNTY26151N26151,"Sanilac County, MI",Sanilac County,43114,MI
926,623,750,1264,1563,473,48,Waller County,METRO26420M26420,"Houston-Baytown-Sugar Land, TX HUD Metro FMR Area",Waller County,43205,TX
713,576,601,934,1090,115,42,Susquehanna County,NCNTY42115N42115,"Susquehanna County, PA",Susquehanna County,43356,PA
852,527,655,1098,1270,97,39,Madison County,METRO18140M18140,"Columbus, OH HUD Metro FMR Area",Madison County,43435,OH
645,444,511,950,968,179,21,Nelson County,METRO31140N21179,"Nelson County, KY HUD Metro FMR Area",Nelson County,43437,KY
666,481,533,843,890,83,42,McKean County,NCNTY42083N42083,"McKean County, PA",McKean County,43450,PA
755,473,614,940,1009,91,5,Miller County,METRO45500M45500,"Texarkana, TX-Texarkana, AR MSA",Miller County,43462,AR
1062,677,896,1351,1533,540,51,Charlottesville city,METRO16820M16820,"Charlottesville, VA MSA",Charlottesville city,43475,VA
570,431,438,828,934,41,72,Cidra Municipio,METRO41980MM1310,"Caguas, PR HUD Metro FMR Area",Cidra Municipio,43480,PR
639,469,472,893,1132,65,53,Stevens County,NCNTY53065N53065,"Stevens County, WA",Stevens County,43531,WA
644,393,489,802,861,71,39,Highland County,NCNTY39071N39071,"Highland County, OH",Highland County,43589,OH
984,715,806,1226,1467,5,25,Bristol County,METRO39300M39300,"Providence-Fall River, RI-MA HUD Metro FMR Area",Attleboro city,43593,MA
566,399,449,758,1002,21,1,Chilton County,METRO13820N01021,"Chilton County, AL HUD Metro FMR Area",Chilton County,43643,AL
663,407,490,935,939,33,39,Crawford County,NCNTY39033N39033,"Crawford County, OH",Crawford County,43784,OH
958,593,708,1193,1697,37,56,Sweetwater County,NCNTY56037N56037,"Sweetwater County, WY",Sweetwater County,43806,WY
600,383,443,768,978,47,1,Dallas County,NCNTY01047N01047,"Dallas County, AL",Dallas County,43820,AL
726,468,537,915,970,33,55,Dunn County,NCNTY55033N55033,"Dunn County, WI",Dunn County,43857,WI
884,714,736,1137,1211,45,28,Hancock County,METRO25060M25060,"Gulfport-Biloxi, MS MSA",Hancock County,43929,MS
897,534,663,1204,1216,23,32,Nye County,NCNTY32023N32023,"Nye County, NV",Nye County,43946,NV
675,446,569,961,1196,29,29,Camden County,NCNTY29029N29029,"Camden County, MO",Camden County,44002,MO
650,502,544,877,1055,91,72,Manatí Municipio,METRO41980MM7440,"San Juan-Guaynabo, PR HUD Metro FMR Area",Manatí Municipio,44113,PR
705,419,521,922,942,33,19,Cerro Gordo County,NCNTY19033N19033,"Cerro Gordo County, IA",Cerro Gordo County,44151,IA
745,472,567,971,1081,31,55,Douglas County,METRO20260M20260,"Duluth, MN-WI MSA",Douglas County,44159,WI
800,476,591,1062,1069,95,55,Polk County,NCNTY55095N55095,"Polk County, WI",Polk County,44205,WI
641,471,474,859,935,27,29,Callaway County,METRO27620N29027,"Calloway County, MO HUD Metro FMR Area",Callaway County,44332,MO
828,540,666,1104,1288,145,18,Shelby County,METRO26900M26900,"Indianapolis, IN HUD Metro FMR Area",Shelby County,44436,IN
719,464,547,992,1026,7,27,Beltrami County,NCNTY27007N27007,"Beltrami County, MN",Beltrami County,44442,MN
614,466,493,788,821,69,54,Ohio County,METRO48540M48540,"Wheeling, WV-OH MSA",Ohio County,44443,WV
581,395,441,777,822,123,47,Monroe County,NCNTY47123N47123,"Monroe County, TN",Monroe County,44519,TN
1170,749,939,1457,1693,3,9,Hartford County,METRO25540M25540,"Hartford-West Hartford-East Hartford, CT HUD Metro FMR Area",Enfield town,44654,CT
771,459,577,1036,1169,81,55,Monroe County,NCNTY55081N55081,"Monroe County, WI",Monroe County,44673,WI
769,570,574,1073,1077,275,13,Thomas County,NCNTY13275N13275,"Thomas County, GA",Thomas County,44720,GA
848,556,715,1056,1191,3,25,Berkshire County,METRO38340M38340,"Pittsfield, MA HUD Metro FMR Area",Pittsfield city,44737,MA
738,466,564,1087,1300,75,53,Whitman County,NCNTY53075N53075,"Whitman County, WA",Whitman County,44776,WA
793,537,630,1115,1313,83,46,Lincoln County,METRO43620M43620,"Sioux Falls, SD MSA",Lincoln County,44828,SD
636,378,489,902,964,15,39,Brown County,METRO17140MM1220,"Brown County, OH HUD Metro FMR Area",Brown County,44846,OH
896,589,702,1306,1471,93,6,Siskiyou County,NCNTY06093N06093,"Siskiyou County, CA",Siskiyou County,44900,CA
744,443,568,996,1132,13,48,Atascosa County,METRO41700N48013,"Atascosa County, TX HUD Metro FMR Area",Atascosa County,44911,TX
733,533,549,1004,1152,119,42,Union County,NCNTY42119N42119,"Union County, PA",Union County,44947,PA
637,468,471,795,1042,111,37,McDowell County,NCNTY37111N37111,"McDowell County, NC",McDowell County,44996,NC
603,425,446,844,1068,137,40,Stephens County,NCNTY40137N40137,"Stephens County, OK",Stephens County,45048,OK
788,469,582,981,1053,61,27,Itasca County,NCNTY27061N27061,"Itasca County, MN",Itasca County,45058,MN
642,436,541,905,1071,3,47,Bedford County,NCNTY47003N47003,"Bedford County, TN",Bedford County,45058,TN
617,498,520,780,878,185,51,Tazewell County,NCNTY51185N51185,"Tazewell County, VA",Tazewell County,45078,VA
1223,812,980,1523,1690,9,9,New Haven County,METRO35300MM5480,"New Haven-Meriden, CT HUD Metro FMR Area",Wallingford town,45135,CT
682,406,504,927,1064,161,29,Phelps County,NCNTY29161N29161,"Phelps County, MO",Phelps County,45156,MO
1261,843,940,1649,1732,1,25,Barnstable County,METRO12700M12700,"Barnstable Town, MA MSA",Barnstable Town city,45193,MA
639,382,525,796,879,65,42,Jefferson County,NCNTY42065N42065,"Jefferson County, PA",Jefferson County,45200,PA
709,554,558,969,972,23,26,Branch County,NCNTY26023N26023,"Branch County, MI",Branch County,45248,MI
548,325,404,679,759,57,72,Guayama Municipio,METRO25020M25020,"Guayama, PR MSA",Guayama Municipio,45362,PR
570,431,438,828,934,63,72,Gurabo Municipio,METRO41980MM1310,"Caguas, PR HUD Metro FMR Area",Gurabo Municipio,45369,PR
669,486,498,980,1128,373,48,Polk County,NCNTY48373N48373,"Polk County, TX",Polk County,45413,TX
696,414,514,867,1015,181,37,Vance County,NCNTY37181N37181,"Vance County, NC",Vance County,45422,NC
639,473,476,942,945,71,13,Colquitt County,NCNTY13071N13071,"Colquitt County, GA",Colquitt County,45498,GA
1011,736,802,1490,1791,9,6,Calaveras County,NCNTY06009N06009,"Calaveras County, CA",Calaveras County,45578,CA
637,510,532,939,942,11,16,Bingham County,NCNTY16011N16011,"Bingham County, ID",Bingham County,45607,ID
